url,cache
https://hsingh23.github.io/webcomponents/,true
https://images.mavo.stream/,true
https://ical-genius.privacyfirstapps.org/,true
https://txt-to-srt.netlify.app/,true
https://files.privacyfirstapps.org/,true
https://easy-otp.privacyfirstapps.org/,true
http://stitchpro.privacyfirstapps.org/,true
https://fast-qr.lovable.app/,true
